Tension,F0,MainGauge,MainDensity,CrossGauge,CrossDensity,FaceSize,MainPatN,CrossPatN
48.5,618.7702047413793,1.15,1.357480346371705,1.15,1.357480346371705,100.0,16,19
48.5,617.28515625,1.15,1.357480346371705,1.15,1.357480346371705,100.0,16,19
40.0,583.624057112069,1.25,1.181566297514231,1.25,1.181566297514231,102.0,16,19
40.0,583.1290409482758,1.25,1.181566297514231,1.25,1.181566297514231,102.0,16,19
50.0,669.756869612069,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19
50.0,668.7668372844827,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19
38.0,581.1489762931034,1.15,1.357480346371705,1.15,1.357480346371705,93.0,18,20
38.0,581.6439924568965,1.15,1.357480346371705,1.15,1.357480346371705,93.0,18,20
47.0,638.5708512931034,1.25,1.2304586960320611,1.25,1.2304586960320611,100.0,16,19
47.0,637.5808189655172,1.25,1.2304586960320611,1.25,1.2304586960320611,100.0,16,19
51.0,572.2386853448276,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,19
51.0,572.7337015086207,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,19
58.0,624.2153825431034,1.3,1.3684525842139896,1.3,1.3684525842139896,100.0,16,19
58.0,624.7103987068965,1.3,1.3684525842139896,1.3,1.3684525842139896,100.0,16,19
48.0,558.3782327586207,1.3,1.3684525842139896,1.3,1.3684525842139896,100.0,16,19
48.0,558.3782327586207,1.3,1.3684525842139896,1.3,1.3684525842139896,100.0,16,19
55.0,611.3449622844827,1.3,1.3684525842139896,1.3,1.3684525842139896,100.0,16,19
55.0,611.3449622844827,1.3,1.3684525842139896,1.3,1.3684525842139896,100.0,16,19
50.0,633.1256734913793,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19
50.0,633.6206896551723,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19
50.0,643.0259967672414,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19
50.0,643.5210129310344,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19
50.0,576.6938308189655,1.25,1.3771358915855518,1.25,1.3771358915855518,98.0,16,19
50.0,575.2087823275862,1.25,1.3771358915855518,1.25,1.3771358915855518,98.0,16,19
48.0,615.8001077586207,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19
48.0,615.3050915948276,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19
58.0,702.4279364224137,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19
58.0,702.9229525862069,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19
45.0,602.9296875,1.3,1.2280357739161627,1.3,1.2280357739161627,97.0,16,20
45.0,601.4446390086207,1.3,1.2280357739161627,1.3,1.2280357739161627,97.0,16,20
45.0,604.4147359913793,1.3,1.2280357739161627,1.3,1.2280357739161627,100.0,16,19
45.0,604.4147359913793,1.3,1.2280357739161627,1.3,1.2280357739161627,100.0,16,19
45.0,624.7103987068965,1.31,1.2241974528366752,1.31,1.2241974528366752,100.0,16,19
45.0,626.690463362069,1.31,1.2241974528366752,1.31,1.2241974528366752,100.0,16,19
46.0,561.8433459051724,1.3,1.2581716211288294,1.3,1.2581716211288294,115.0,16,20
46.0,560.8533135775862,1.3,1.2581716211288294,1.3,1.2581716211288294,115.0,16,20
52.0,608.8698814655172,1.25,1.3771358915855518,1.25,1.3771358915855518,110.0,16,20
52.0,608.3748653017241,1.25,1.3771358915855518,1.25,1.3771358915855518,110.0,16,20
46.0,547.4878771551724,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19
46.0,546.9928609913793,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19
53.0,584.6140894396551,1.3,1.3787150099794958,1.25,1.3608384254129418,100.0,16,19
53.0,584.6140894396551,1.3,1.3787150099794958,1.25,1.3608384254129418,100.0,16,19
40.0,558.3782327586207,1.2,1.3881847814126427,1.2,1.3881847814126427,98.0,16,19
40.0,554.913119612069,1.2,1.3881847814126427,1.2,1.3881847814126427,98.0,16,19
50.0,656.8864493534483,1.25,1.2304586960320611,1.25,1.2304586960320611,100.0,16,19
50.0,656.8864493534483,1.25,1.2304586960320611,1.25,1.2304586960320611,100.0,16,19
40.0,507.8865840517241,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,19
40.0,508.3816002155172,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,19
47.0,554.4181034482758,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19
47.0,552.9330549568965,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19
52.0,595.0094288793103,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,20
52.0,595.0094288793103,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,20
50.0,647.9761584051723,1.25,1.181566297514231,1.25,1.181566297514231,100.0,16,19
50.0,649.4612068965517,1.25,1.181566297514231,1.25,1.181566297514231,100.0,16,19
58.0,631.1456088362069,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,19
58.0,629.6605603448276,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,19
58.0,623.7203663793103,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,19
58.0,622.7303340517241,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,19
58.0,625.7004310344827,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,19
58.0,625.7004310344827,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,19
58.0,619.2652209051724,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,19
58.0,619.2652209051724,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,19
54.0,638.0758351293103,1.25,1.2304586960320611,1.25,1.2304586960320611,108.0,16,19
54.0,639.0658674568965,1.25,1.2304586960320611,1.25,1.2304586960320611,108.0,16,19
47.0,629.6605603448276,1.15,1.357480346371705,1.15,1.357480346371705,100.0,16,19
47.0,630.1555765086207,1.15,1.357480346371705,1.15,1.357480346371705,100.0,16,19
39.0,545.5078125,1.24,1.2503848286616128,1.25,1.3608384254129418,97.0,16,19
39.0,544.5177801724137,1.24,1.2503848286616128,1.25,1.3608384254129418,97.0,16,19
45.0,575.2087823275862,1.2,1.3684525842139896,1.2,1.3684525842139896,98.0,16,19
45.0,575.7037984913793,1.2,1.3684525842139896,1.2,1.3684525842139896,98.0,16,19
45.0,596.9894935344827,1.3,1.2280357739161627,1.3,1.2280357739161627,100.0,16,20
45.0,596.9894935344827,1.3,1.2280357739161627,1.3,1.2280357739161627,100.0,16,20
46.0,517.291891163793,1.2,1.3881847814126427,1.2,1.3881847814126427,115.0,16,18
46.0,517.291891163793,1.2,1.3881847814126427,1.2,1.3881847814126427,115.0,16,18
45.0,607.879849137931,1.3,1.2280357739161627,1.3,1.2280357739161627,95.0,16,20
45.0,605.4047683189655,1.3,1.2280357739161627,1.3,1.2280357739161627,95.0,16,20
50.0,575.2087823275862,1.25,1.3771358915855518,1.25,1.3771358915855518,98.0,16,20
50.0,575.2087823275862,1.25,1.3771358915855518,1.25,1.3771358915855518,98.0,16,20
52.0,615.3050915948276,1.3,1.2581716211288294,1.3,1.2581716211288294,105.0,16,15
52.0,615.8001077586207,1.3,1.2581716211288294,1.3,1.2581716211288294,105.0,16,15
50.0,576.1988146551724,1.25,1.3771358915855518,1.25,1.3771358915855518,98.0,16,19
50.0,575.7037984913793,1.25,1.3771358915855518,1.25,1.3771358915855518,98.0,16,19
45.0,630.6505926724137,1.3,1.160230117687663,1.3,1.160230117687663,97.0,16,19
45.0,629.6605603448276,1.3,1.160230117687663,1.3,1.160230117687663,97.0,16,19
56.0,667.2817887931034,1.25,1.3684525842139896,1.3,1.2273658265247267,97.0,16,19
56.0,670.2518857758621,1.25,1.3684525842139896,1.3,1.2273658265247267,97.0,16,19
56.0,623.7203663793103,1.25,1.3684525842139896,1.3,1.2273658265247267,100.0,16,19
56.0,625.7004310344827,1.25,1.3684525842139896,1.3,1.2273658265247267,100.0,16,19
50.0,607.3848329741379,1.24,1.2503848286616128,1.25,1.3771358915855518,100.0,16,19
50.0,609.3648976293103,1.24,1.2503848286616128,1.25,1.3771358915855518,100.0,16,19
51.0,612.8300107758621,1.24,1.2503848286616128,1.25,1.3771358915855518,100.0,16,19
51.0,611.8399784482758,1.24,1.2503848286616128,1.25,1.3771358915855518,100.0,16,19
58.0,637.5808189655172,1.25,1.3684525842139896,1.25,1.3684525842139896,97.0,16,19
58.0,636.590786637931,1.25,1.3684525842139896,1.25,1.3684525842139896,97.0,16,19
50.0,595.5044450431034,1.24,1.2503848286616128,1.25,1.3771358915855518,100.0,16,19
50.0,594.5144127155172,1.24,1.2503848286616128,1.25,1.3771358915855518,100.0,16,19
49.0,579.168911637931,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,19
49.0,577.6838631465517,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,19
48.0,637.0858028017241,1.25,1.181566297514231,1.25,1.181566297514231,100.0,16,19
48.0,638.5708512931034,1.25,1.181566297514231,1.25,1.181566297514231,100.0,16,19
45.0,631.640625,1.25,1.2304586960320611,1.25,1.2304586960320611,97.0,18,16
45.0,630.6505926724137,1.25,1.2304586960320611,1.25,1.2304586960320611,97.0,18,16
50.0,574.21875,1.25,1.3608384254129418,1.25,1.3608384254129418,98.0,18,20
50.0,572.7337015086207,1.25,1.3608384254129418,1.25,1.3608384254129418,98.0,18,20
40.0,526.202182112069,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,20
40.0,523.2320851293103,1.25,1.3684525842139896,1.25,1.3684525842139896,95.0,16,20
49.0,627.1854795258621,1.25,1.2304586960320611,1.25,1.2304586960320611,102.0,16,19
49.0,628.6705280172414,1.25,1.2304586960320611,1.25,1.2304586960320611,102.0,16,19
45.0,617.28515625,1.25,1.2304586960320611,1.25,1.2304586960320611,100.0,16,19
45.0,619.7602370689655,1.25,1.2304586960320611,1.25,1.2304586960320611,100.0,16,19
49.0,606.3948006465517,1.2,1.3881847814126427,1.2,1.3881847814126427,100.0,16,19
49.0,607.3848329741379,1.2,1.3881847814126427,1.2,1.3881847814126427,100.0,16,19
55.0,685.1023706896551,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19
55.0,687.0824353448276,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19
50.0,633.6206896551723,1.3,1.2273658265247267,1.3,1.2273658265247267,97.0,18,17
50.0,635.1057381465517,1.3,1.2273658265247267,1.3,1.2273658265247267,97.0,18,17
52.0,642.0359644396551,1.25,1.181566297514231,1.25,1.181566297514231,107.0,16,19
52.0,645.5010775862069,1.25,1.181566297514231,1.25,1.181566297514231,107.0,16,19
50.0,595.0094288793103,1.24,1.2503848286616128,1.24,1.2503848286616128,118.0,18,19
50.0,595.5044450431034,1.24,1.2503848286616128,1.24,1.2503848286616128,118.0,18,19
46.0,567.2885237068965,1.2,1.3881847814126427,1.2,1.3881847814126427,105.0,16,19
46.0,565.8034752155172,1.2,1.3881847814126427,1.2,1.3881847814126427,105.0,16,19
55.0,687.5774515086207,1.3,1.2273658265247267,1.3,1.2273658265247267,98.0,16,19
55.0,689.0625,1.3,1.2273658265247267,1.3,1.2273658265247267,98.0,16,19
52.0,583.1290409482758,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19
52.0,582.6340247844827,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19
52.0,629.1655441810344,1.3,1.2581716211288294,1.3,1.2581716211288294,100.0,16,19
52.0,628.1755118534483,1.3,1.2581716211288294,1.3,1.2581716211288294,100.0,16,19
52.0,633.1256734913793,1.3,1.2581716211288294,1.3,1.2581716211288294,100.0,16,19
52.0,634.6107219827586,1.3,1.2581716211288294,1.3,1.2581716211288294,100.0,16,19
50.0,629.6605603448276,1.3,1.2581716211288294,1.3,1.2581716211288294,100.0,18,16
50.0,630.1555765086207,1.3,1.2581716211288294,1.3,1.2581716211288294,100.0,18,16
50.0,621.2452855603448,1.3,1.2581716211288294,1.3,1.2581716211288294,100.0,18,16
50.0,622.235317887931,1.3,1.2581716211288294,1.3,1.2581716211288294,100.0,18,16
45.0,599.9595905172414,1.3,1.160230117687663,1.3,1.160230117687663,103.0,16,19
45.0,602.9296875,1.3,1.160230117687663,1.3,1.160230117687663,103.0,16,19
45.0,609.3648976293103,1.24,1.2503848286616128,1.24,1.2503848286616128,98.0,16,19
45.0,610.3549299568965,1.24,1.2503848286616128,1.24,1.2503848286616128,98.0,16,19
52.0,659.5,1.24,1.2503848286616128,1.24,1.2503848286616128,100.0,16,19
52.0,659.5,1.24,1.2503848286616128,1.24,1.2503848286616128,100.0,16,19
50.0,652.0,1.24,1.2503848286616128,1.24,1.2503848286616128,98.0,18,20
50.0,656.0,1.24,1.2503848286616128,1.24,1.2503848286616128,98.0,18,20
50.0,613.5,1.24,1.2503848286616128,1.25,1.3608384254129418,98.0,18,20
50.0,614.0,1.24,1.2503848286616128,1.25,1.3608384254129418,98.0,18,20
50.0,664.0,1.25,1.214161229859451,1.25,1.214161229859451,102.0,16,19
50.0,665.5,1.25,1.214161229859451,1.25,1.214161229859451,102.0,16,19
47.0,599.5,1.24,1.2503848286616128,1.24,1.2503848286616128,115.0,16,19
47.0,598.0,1.24,1.2503848286616128,1.24,1.2503848286616128,115.0,16,19
45.0,600.0,1.24,1.2503848286616128,1.24,1.2503848286616128,98.0,16,19
45.0,600.0,1.24,1.2503848286616128,1.24,1.2503848286616128,98.0,16,19
45.0,539.5,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,19
45.0,537.5,1.25,1.3608384254129418,1.25,1.3608384254129418,100.0,16,19
60.0,733.0,1.3,1.160230117687663,1.3,1.160230117687663,97.0,16,19
60.0,733.5,1.3,1.160230117687663,1.3,1.160230117687663,97.0,16,19
