Tension,F0,MainGauge,MainDensity,CrossGauge,CrossDensity,FaceSize,MainPatN,CrossPatN,MainYoung,CrossYoung
56.0,581.0,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
56.0,592.5,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
56.0,592.5,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
46.0,636.5,1.25,1.2386074291183662,1.25,1.2386074291183662,100.0,16,19,450,450
46.0,634.5,1.25,1.2386074291183662,1.25,1.2386074291183662,100.0,16,19,450,450
55.0,663.5,1.15,1.4152454674939052,1.15,1.4152454674939052,98.0,16,19,1000,1000
55.0,661.0,1.15,1.4152454674939052,1.15,1.4152454674939052,98.0,16,19,1000,1000
42.0,573.0,1.2,1.399845701638282,1.25,1.3282434930677216,100.0,16,19,1000,650
42.0,574.0,1.2,1.399845701638282,1.25,1.3282434930677216,100.0,16,19,1000,650
48.0,565.0,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19,1000,1000
48.0,564.0,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19,1000,1000
42.5,612.0,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
42.5,611.5,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
51.0,701.0,1.22,1.2232817448073654,1.22,1.2232817448073654,98.0,16,19,350,350
51.0,699.5,1.22,1.2232817448073654,1.22,1.2232817448073654,98.0,16,19,350,350
46.0,580.5,1.25,1.2874998276361966,1.25,1.2874998276361966,100.0,16,19,1000,1000
46.0,580.0,1.25,1.2874998276361966,1.25,1.2874998276361966,100.0,16,19,1000,1000
47.0,608.0,1.25,1.214161229859451,1.25,1.214161229859451,107.0,16,19,450,450
47.0,608.5,1.25,1.214161229859451,1.25,1.214161229859451,107.0,16,19,450,450
55.0,606.0,1.25,1.3445409592403317,1.25,1.3445409592403317,103.0,16,20,1000,1000
55.0,606.5,1.25,1.3445409592403317,1.25,1.3445409592403317,103.0,16,20,1000,1000
48.0,637.5,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
48.0,639.5,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
42.0,597.0,1.3,1.160230117687663,1.3,1.160230117687663,100.0,14,18,350,350
42.0,598.5,1.3,1.160230117687663,1.3,1.160230117687663,100.0,14,18,350,350
47.0,622.0,1.15,1.4152454674939052,1.15,1.4152454674939052,97.0,16,21,1000,1000
47.0,622.0,1.15,1.4152454674939052,1.15,1.4152454674939052,97.0,16,21,1000,1000
47.0,557.5,1.25,1.3771358915855518,1.25,1.3771358915855518,97.0,16,21,1000,1000
47.0,554.5,1.25,1.3771358915855518,1.25,1.3771358915855518,97.0,16,21,1000,1000
47.0,559.0,1.25,1.3771358915855518,1.25,1.3771358915855518,97.0,16,21,1000,1000
47.0,559.0,1.25,1.3771358915855518,1.25,1.3771358915855518,97.0,16,21,1000,1000
48.0,647.5,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
48.0,645.0,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
40.0,512.5,1.25,1.3445409592403317,1.25,1.3445409592403317,100.0,16,19,1000,1000
40.0,511.0,1.25,1.3445409592403317,1.25,1.3445409592403317,100.0,16,19,1000,1000
47.0,614.0,1.25,1.2386074291183662,1.25,1.2386074291183662,100.0,16,19,450,450
47.0,614.5,1.25,1.2386074291183662,1.25,1.2386074291183662,100.0,16,19,450,450
51.5,665.5,1.25,1.2386074291183662,1.25,1.2386074291183662,100.0,16,19,450,450
51.5,666.5,1.25,1.2386074291183662,1.25,1.2386074291183662,100.0,16,19,450,450
50.0,604.5,1.25,1.4178795570170772,1.25,1.4178795570170772,95.0,16,19,1000,1000
50.0,604.5,1.25,1.4178795570170772,1.25,1.4178795570170772,95.0,16,19,1000,1000
50.0,606.0,1.25,1.4178795570170772,1.25,1.4178795570170772,95.0,16,19,1000,1000
50.0,605.0,1.25,1.4178795570170772,1.25,1.4178795570170772,95.0,16,19,1000,1000
50.0,581.5,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19,1000,1000
50.0,581.0,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19,1000,1000
50.0,579.5,1.25,1.3771358915855518,1.25,1.3771358915855518,102.0,16,19,1000,1000
50.0,578.0,1.25,1.3771358915855518,1.25,1.3771358915855518,102.0,16,19,1000,1000
43.0,586.5,1.3,1.2506376593256627,1.3,1.2506376593256627,98.0,16,20,450,450
43.0,586.5,1.3,1.2506376593256627,1.3,1.2506376593256627,98.0,16,20,450,450
52.0,573.0,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19,1000,1000
52.0,574.0,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19,1000,1000
47.5,634.0,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
47.5,635.5,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
52.0,666.5,1.2,1.4058686639784088,1.2,1.4058686639784088,88.0,18,20,1000,1000
52.0,667.0,1.2,1.4058686639784088,1.2,1.4058686639784088,88.0,18,20,1000,1000
47.0,571.5,1.25,1.4178795570170772,1.25,1.4178795570170772,100.0,16,19,1000,1000
47.0,573.0,1.25,1.4178795570170772,1.25,1.4178795570170772,100.0,16,19,1000,1000
37.0,495.0,1.3,1.160230117687663,1.3,1.160230117687663,115.0,16,18,350,350
37.0,495.5,1.3,1.160230117687663,1.3,1.160230117687663,115.0,16,18,350,350
45.0,620.0,1.31,1.2241974528366752,1.2,1.4058686639784088,98.0,16,19,350,1000
45.0,622.5,1.31,1.2241974528366752,1.2,1.4058686639784088,98.0,16,19,350,1000
46.0,530.0,1.3,1.4013168953889956,1.3,1.4013168953889956,100.0,16,19,1000,1000
46.0,527.0,1.3,1.4013168953889956,1.3,1.4013168953889956,100.0,16,19,1000,1000
50.0,597.5,1.3,1.160230117687663,1.3,1.160230117687663,115.0,16,19,350,350
50.0,598.5,1.3,1.160230117687663,1.3,1.160230117687663,115.0,16,19,350,350
45.0,608.0,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
45.0,608.5,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
50.0,570.5,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19,1000,1000
50.0,570.5,1.25,1.3771358915855518,1.25,1.3771358915855518,100.0,16,19,1000,1000
52.0,563.5,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
52.0,564.0,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
53.0,600.5,1.25,1.4178795570170772,1.25,1.4178795570170772,100.0,16,19,1000,1000
53.0,601.5,1.25,1.4178795570170772,1.25,1.4178795570170772,100.0,16,19,1000,1000
58.0,586.5,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
58.0,588.5,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
58.0,587.0,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
58.0,588.0,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
52.0,636.5,1.15,1.4152454674939052,1.15,1.4152454674939052,100.0,18,16,1000,1000
52.0,637.5,1.15,1.4152454674939052,1.15,1.4152454674939052,100.0,18,16,1000,1000
50.0,639.0,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
50.0,637.0,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
46.0,524.5,1.3,1.4013168953889956,1.3,1.4013168953889956,100.0,16,19,1000,1000
46.0,525.5,1.3,1.4013168953889956,1.3,1.4013168953889956,100.0,16,19,1000,1000
46.0,566.0,1.25,1.2874998276361966,1.25,1.2874998276361966,100.0,16,19,1000,1000
46.0,564.0,1.25,1.2874998276361966,1.25,1.2874998276361966,100.0,16,19,1000,1000
49.5,626.0,1.3,1.2506376593256627,1.3,1.2506376593256627,100.0,18,16,450,450
49.5,626.0,1.3,1.2506376593256627,1.3,1.2506376593256627,100.0,18,16,450,450
52.0,591.5,1.25,1.3445409592403317,1.25,1.3445409592403317,97.0,16,19,1000,1000
52.0,592.5,1.25,1.3445409592403317,1.25,1.3445409592403317,97.0,16,19,1000,1000
52.0,593.0,1.25,1.3445409592403317,1.25,1.3445409592403317,97.0,16,19,1000,1000
52.0,591.0,1.25,1.3445409592403317,1.25,1.3445409592403317,97.0,16,19,1000,1000
53.0,714.0,1.22,1.2232817448073654,1.22,1.2232817448073654,98.0,16,19,350,350
53.0,716.0,1.22,1.2232817448073654,1.22,1.2232817448073654,98.0,16,19,350,350
44.0,615.0,1.31,1.2241974528366752,1.31,1.2241974528366752,100.0,16,19,350,350
44.0,616.5,1.31,1.2241974528366752,1.31,1.2241974528366752,100.0,16,19,350,350
44.0,646.0,1.22,1.2232817448073654,1.22,1.2232817448073654,100.0,16,19,350,350
44.0,648.0,1.22,1.2232817448073654,1.22,1.2232817448073654,100.0,16,19,350,350
55.0,680.0,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
55.0,679.0,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
50.0,637.5,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
50.0,637.0,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
48.0,612.0,1.3,1.2355697357193294,1.3,1.2355697357193294,100.0,16,19,450,450
48.0,612.0,1.3,1.2355697357193294,1.3,1.2355697357193294,100.0,16,19,450,450
54.0,669.5,1.25,1.2386074291183662,1.25,1.2386074291183662,108.0,16,18,450,450
54.0,668.5,1.25,1.2386074291183662,1.25,1.2386074291183662,108.0,16,18,450,450
50.5,637.5,1.3,1.160230117687663,1.3,1.160230117687663,100.0,18,16,350,350
50.5,639.0,1.3,1.160230117687663,1.3,1.160230117687663,100.0,18,16,350,350
55.0,668.5,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
55.0,669.0,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
47.0,620.0,1.25,1.214161229859451,1.25,1.214161229859451,105.0,16,15,450,450
47.0,621.5,1.25,1.214161229859451,1.25,1.214161229859451,105.0,16,15,450,450
47.0,568.0,1.25,1.3771358915855518,1.25,1.3771358915855518,98.0,16,19,1000,1000
47.0,567.5,1.25,1.3771358915855518,1.25,1.3771358915855518,98.0,16,19,1000,1000
40.0,567.5,1.15,1.4152454674939052,1.15,1.4152454674939052,98.0,18,20,1000,1000
40.0,567.5,1.15,1.4152454674939052,1.15,1.4152454674939052,98.0,18,20,1000,1000
47.5,641.0,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
47.5,640.5,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
47.5,637.5,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
47.5,635.5,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
53.0,597.5,1.25,1.3445409592403317,1.25,1.3445409592403317,98.0,16,19,1000,1000
53.0,599.0,1.25,1.3445409592403317,1.25,1.3445409592403317,98.0,16,19,1000,1000
41.5,595.5,1.25,1.214161229859451,1.25,1.214161229859451,102.0,16,19,450,450
41.5,597.0,1.25,1.214161229859451,1.25,1.214161229859451,102.0,16,19,450,450
35.0,472.5,1.25,1.3445409592403317,1.25,1.3445409592403317,100.0,16,19,1000,1000
35.0,472.5,1.25,1.3445409592403317,1.25,1.3445409592403317,100.0,16,19,1000,1000
42.0,564.0,1.3,1.160230117687663,1.3,1.160230117687663,110.0,16,20,350,350
42.0,564.5,1.3,1.160230117687663,1.3,1.160230117687663,110.0,16,20,350,350
45.0,524.0,1.25,1.3445409592403317,1.25,1.3445409592403317,100.0,16,19,1000,1000
45.0,524.0,1.25,1.3445409592403317,1.25,1.3445409592403317,100.0,16,19,1000,1000
47.5,626.5,1.24,1.2421041344320658,1.24,1.2421041344320658,102.0,16,19,450,450
47.5,628.0,1.24,1.2421041344320658,1.24,1.2421041344320658,102.0,16,19,450,450
60.0,621.0,1.25,1.393433357758162,1.25,1.393433357758162,100.0,16,19,1000,1000
60.0,622.0,1.25,1.393433357758162,1.25,1.393433357758162,100.0,16,19,1000,1000
50.0,636.5,1.25,1.214161229859451,1.25,1.214161229859451,107.0,16,19,450,450
50.0,636.5,1.25,1.214161229859451,1.25,1.214161229859451,107.0,16,19,450,450
40.0,529.5,1.25,1.393433357758162,1.25,1.393433357758162,100.0,16,19,1000,1000
40.0,531.5,1.25,1.393433357758162,1.25,1.393433357758162,100.0,16,19,1000,1000
52.0,573.5,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
52.0,572.5,1.3,1.3787150099794958,1.3,1.3787150099794958,100.0,16,19,1000,1000
46.0,625.5,1.25,1.214161229859451,1.25,1.214161229859451,103.0,16,18,450,450
46.0,626.0,1.25,1.214161229859451,1.25,1.214161229859451,103.0,16,18,450,450
41.0,570.5,1.24,1.2421041344320658,1.25,1.3445409592403317,97.0,16,19,450,1000
41.0,570.0,1.24,1.2421041344320658,1.25,1.3445409592403317,97.0,16,19,450,1000
46.0,581.5,1.25,1.2826105877844136,1.25,1.2826105877844136,100.0,16,19,650,650
46.0,581.0,1.25,1.2826105877844136,1.25,1.2826105877844136,100.0,16,19,650,650
51.0,617.0,1.25,1.393433357758162,1.25,1.393433357758162,100.0,18,16,1000,1000
51.0,618.5,1.25,1.393433357758162,1.25,1.393433357758162,100.0,18,16,1000,1000
48.0,618.0,1.3,1.2355697357193294,1.3,1.2355697357193294,98.0,16,19,450,450
48.0,617.5,1.3,1.2355697357193294,1.3,1.2355697357193294,98.0,16,19,450,450
48.0,542.5,1.25,1.3445409592403317,1.25,1.3445409592403317,100.0,16,19,1000,1000
48.0,543.5,1.25,1.3445409592403317,1.25,1.3445409592403317,100.0,16,19,1000,1000
43.5,602.0,1.31,1.2241974528366752,1.31,1.2241974528366752,100.0,16,19,350,350
43.5,602.0,1.31,1.2241974528366752,1.31,1.2241974528366752,100.0,16,19,350,350
55.0,671.5,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
55.0,672.5,1.3,1.160230117687663,1.3,1.160230117687663,100.0,16,19,350,350
52.0,670.5,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
52.0,669.5,1.25,1.214161229859451,1.25,1.214161229859451,100.0,16,19,450,450
42.0,592.5,1.15,1.4152454674939052,1.15,1.4152454674939052,98.0,18,20,1000,1000
42.0,593.0,1.15,1.4152454674939052,1.15,1.4152454674939052,98.0,18,20,1000,1000
54.0,630.5,1.2,1.4058686639784088,1.2,1.4058686639784088,100.0,16,19,1000,1000
54.0,630.0,1.2,1.4058686639784088,1.2,1.4058686639784088,100.0,16,19,1000,1000
44.0,562.5,1.25,1.4178795570170772,1.25,1.4178795570170772,100.0,16,19,1000,1000
44.0,563.5,1.25,1.4178795570170772,1.25,1.4178795570170772,100.0,16,19,1000,1000
46.0,551.0,1.25,1.3771358915855518,1.25,1.3771358915855518,105.0,16,15,1000,1000
46.0,550.0,1.25,1.3771358915855518,1.25,1.3771358915855518,105.0,16,15,1000,1000
46.0,610.0,1.24,1.2421041344320658,1.24,1.2421041344320658,100.0,16,19,450,450
46.0,610.0,1.24,1.2421041344320658,1.24,1.2421041344320658,100.0,16,19,450,450
48.0,572.5,1.25,1.4178795570170772,1.25,1.4178795570170772,98.0,16,19,1000,1000
48.0,573.0,1.25,1.4178795570170772,1.25,1.4178795570170772,98.0,16,19,1000,1000
46.0,616.0,1.25,1.2386074291183662,1.25,1.2386074291183662,105.0,16,19,450,450
46.0,615.0,1.25,1.2386074291183662,1.25,1.2386074291183662,105.0,16,19,450,450
